,0
346,0x86
347,0x87
348,0x86
349,0x85
350,0x89
351,0x89
352,0x87
353,0x83
354,0x7e
355,0x7c
356,0x7f
357,0x80
358,0x83
359,0x83
360,0x81
361,0x81
362,0x80
363,0x80
364,0x80
365,0x80
366,0x81
367,0x81
368,0x81
369,0x82
370,0x82
371,0x82
372,0x81
373,0x80
374,0x7f
375,0x7e
376,0x7e
377,0x7f
378,0x82
379,0x83
380,0x83
381,0x80
382,0x80
383,0x7f
384,0x80
385,0x7e
386,0x7d
387,0x7c
388,0x79
389,0x79
390,0x79
391,0x78
392,0x79
393,0x7a
394,0x77
395,0x77
396,0x76
397,0x76
398,0x75
399,0x76
400,0x76
401,0x78
402,0x78
403,0x77
404,0x7a
405,0x7b
406,0x7b
407,0x7c
408,0x7c
409,0x7c
410,0x7a
411,0x7c
412,0x7a
413,0x79
414,0x79
415,0x78
416,0x78
417,0x78
418,0x77
419,0x77
420,0x77
421,0x77
422,0x7a
423,0x7c
424,0x7a
425,0x7b
426,0x7b
427,0x7a
428,0x7b
429,0x7c
430,0x7e
431,0x7c
432,0x7f
433,0x7f
434,0x7e
435,0x80
436,0x80
437,0x80
438,0x80
439,0x7e
440,0x7c
441,0x7c
442,0x7c
443,0x7d
444,0x7d
445,0x7d
446,0x7d
447,0x7e
448,0x7d
449,0x7e
450,0x7d
451,0x7d
452,0x7c
453,0x7c
454,0x7c
455,0x7e
456,0x7b
457,0x79
458,0x79
459,0x79
460,0x7b
461,0x7e
462,0x7e
463,0x7e
464,0x80
465,0x80
466,0x80
467,0x80
468,0x80
469,0x80
470,0x82
471,0x82
472,0x82
473,0x80
474,0x80
475,0x80
476,0x80
477,0x7f
478,0x80
479,0x80
480,0x80
481,0x80
482,0x80
483,0x80
484,0x83
485,0x82
486,0x81
487,0x83
488,0x82
489,0x83
490,0x84
491,0x84
492,0x84
493,0x84
494,0x84
495,0x83
496,0x83
497,0x80
498,0x81
499,0x80
500,0x80
501,0x80
502,0x81
503,0x82
504,0x83
505,0x85
506,0x83
507,0x80
508,0x80
509,0x80
510,0x81
511,0x83
512,0x83
513,0x82
514,0x81
515,0x80
516,0x80
517,0x80
518,0x81
519,0x81
520,0x80
521,0x7f
522,0x7f
523,0x7e
524,0x7e
525,0x7e
526,0x7f
527,0x80
528,0x80
529,0x80
530,0x7f
531,0x80
532,0x80
533,0x80
534,0x80
535,0x7f
536,0x7f
537,0x7e
538,0x7d
539,0x7d
540,0x7e
541,0x7e
542,0x7f
543,0x7f
544,0x7e
545,0x7f
546,0x7e
547,0x7e
548,0x7e
549,0x7d
550,0x7e
551,0x7d
552,0x7d
553,0x7e
554,0x7f
555,0x80
556,0x81
557,0x81
558,0x80
559,0x80
560,0x81
561,0x80
562,0x80
563,0x80
564,0x80
565,0x80
566,0x80
567,0x80
568,0x81
569,0x80
570,0x80
571,0x80
572,0x80
573,0x80
574,0x80
575,0x80
576,0x80
577,0x7f
578,0x7e
579,0x7e
580,0x7e
581,0x7d
582,0x7d
583,0x7d
584,0x7c
585,0x7c
586,0x7c
587,0x7c
588,0x7c
589,0x7d
590,0x7d
591,0x7d
592,0x7d
593,0x7d
594,0x7d
595,0x7d
596,0x7d
597,0x7d
598,0x7c
599,0x7c
600,0x7c
601,0x7c
602,0x7c
603,0x7b
604,0x7b
605,0x7b
606,0x7c
607,0x7c
608,0x7c
609,0x7c
610,0x7c
611,0x7c
612,0x7c
613,0x7c
614,0x7d
615,0x7d
616,0x7d
617,0x7d
618,0x7e
619,0x7e
620,0x7e
621,0x7e
622,0x7e
623,0x7e
624,0x7d
625,0x7d
626,0x7d
627,0x7d
628,0x7d
629,0x7d
630,0x7d
631,0x7d
632,0x7d
633,0x7d
634,0x7e
635,0x7e
636,0x7f
637,0x7f
638,0x7f
639,0x80
640,0x80
641,0x80
642,0x80
643,0x80
644,0x80
645,0x80
646,0x80
647,0x80
648,0x80
649,0x80
650,0x80
651,0x80
652,0x80
653,0x80
654,0x80
655,0x7f
656,0x7f
657,0x7f
658,0x7f
659,0x80
660,0x7f
661,0x7e
662,0x80
663,0x80
664,0x7f
665,0x7f
666,0x7e
667,0x7e
668,0x7e
669,0x7e
670,0x7d
671,0x7d
672,0x7d
673,0x7d
674,0x7c
675,0x7c
676,0x7d
677,0x7e
678,0x7f
679,0x7f
680,0x7f
681,0x7f
682,0x80
683,0x80
684,0x80
685,0x80
686,0x80
687,0x80
688,0x80
689,0x80
690,0x80
691,0x80
692,0x80
693,0x80
694,0x80
695,0x80
696,0x81
697,0x81
698,0x81
699,0x80
700,0x80
701,0x80
702,0x80
703,0x80
704,0x80
705,0x80
706,0x80
707,0x80
708,0x80
709,0x7f
710,0x80
711,0x80
712,0x80
713,0x80
714,0x80
715,0x7f
716,0x7f
717,0x7f
718,0x80
719,0x80
720,0x80
721,0x80
722,0x80
723,0x80
724,0x80
725,0x80
726,0x80
727,0x80
728,0x80
729,0x80
730,0x80
731,0x80
732,0x80
733,0x80
734,0x80
735,0x80
736,0x80
737,0x80
738,0x80
739,0x80
740,0x80
741,0x80
742,0x80
743,0x80
744,0x80
745,0x80
746,0x7f
747,0x7f
748,0x80
749,0x7f
750,0x7f
751,0x7f
752,0x7f
753,0x7f
754,0x80
755,0x80
756,0x80
757,0x80
758,0x80
759,0x80
760,0x80
761,0x7f
762,0x7f
763,0x7f
764,0x7f
765,0x7f
766,0x7f
767,0x7e
768,0x7e
769,0x7f
770,0x7e
771,0x7e
772,0x7f
773,0x7f
774,0x7e
775,0x7f
776,0x7f
777,0x7f
778,0x7e
779,0x7e
780,0x7f
781,0x7f
782,0x7f
783,0x7f
784,0x7e
785,0x7e
786,0x7e
787,0x7d
788,0x7d
789,0x7d
790,0x7d
791,0x7c
792,0x7c
793,0x7d
794,0x7d
795,0x7c
796,0x7d
797,0x7d
798,0x7c
799,0x7c
800,0x7c
801,0x7c
802,0x7c
803,0x7d
804,0x7d
805,0x7d
806,0x7c
807,0x7c
808,0x7c
809,0x7c
810,0x7c
811,0x7c
812,0x7c
813,0x7c
814,0x7c
815,0x7c
816,0x7c
817,0x7c
818,0x7c
819,0x7d
820,0x7c
821,0x7d
822,0x7d
823,0x7c
824,0x7d
825,0x7d
826,0x7e
827,0x7e
828,0x7e
829,0x7e
830,0x7f
831,0x7e
832,0x7e
833,0x7e
834,0x7e
835,0x7e
836,0x7e
837,0x7e
838,0x7f
839,0x7f
840,0x7f
841,0x7f
842,0x7e
843,0x7e
844,0x7e
845,0x7e
846,0x7e
847,0x7f
848,0x7f
849,0x7e
850,0x7e
851,0x7e
852,0x7e
853,0x7d
854,0x7d
855,0x7e
856,0x7d
857,0x7e
858,0x7d
859,0x7d
860,0x7e
861,0x7d
862,0x7d
863,0x7d
864,0x7e
865,0x7e
866,0x7d
867,0x7d
868,0x7e
869,0x7e
870,0x7e
871,0x7e
872,0x7f
873,0x7f
874,0x80
875,0x7f
876,0x7e
877,0x7e
878,0x7e
879,0x7e
880,0x7e
881,0x7e
882,0x7f
883,0x7f
884,0x7f
885,0x80
886,0x7f
887,0x7f
888,0x7f
889,0x7f
890,0x7f
891,0x7f
892,0x80
893,0x80
894,0x80
895,0x80
896,0x80
897,0x80
898,0x80
899,0x80
900,0x80
901,0x80
902,0x80
903,0x80
904,0x80
905,0x80
906,0x80
907,0x80
908,0x80
909,0x80
910,0x80
911,0x80
912,0x80
913,0x80
914,0x80
915,0x80
916,0x80
917,0x80
918,0x80
919,0x80
920,0x80
921,0x7f
922,0x7f
923,0x7f
924,0x7e
925,0x7e
926,0x7e
927,0x7f
928,0x7f
929,0x7f
930,0x7f
931,0x7f
932,0x80
933,0x80
934,0x80
935,0x7f
936,0x80
937,0x80
938,0x7f
939,0x7f
940,0x7f
941,0x7f
942,0x7e
943,0x7f
944,0x7e
945,0x7f
946,0x7f
947,0x7f
948,0x7f
949,0x7f
950,0x7f
951,0x7e
952,0x7e
953,0x7f
954,0x7e
955,0x7e
956,0x7e
957,0x7f
958,0x7f
959,0x7e
960,0x7e
961,0x7f
962,0x7f
963,0x7e
964,0x7e
965,0x7e
966,0x7d
967,0x7e
968,0x7f
969,0x7e
970,0x7e
971,0x7e
972,0x7e
973,0x7f
974,0x7f
975,0x7f
976,0x7f
977,0x7f
978,0x7e
979,0x7f
980,0x7e
981,0x7f
982,0x7f
983,0x7f
984,0x7f
985,0x7f
986,0x7f
987,0x7f
988,0x7f
989,0x7f
990,0x7f
991,0x7f
992,0x80
993,0x80
994,0x7f
995,0x7e
996,0x7e
997,0x7e
998,0x7e
999,0x7e
1000,0x7f
1001,0x7f
1002,0x7f
1003,0x80
1004,0x80
1005,0x80
1006,0x7f
1007,0x7f
1008,0x7f
1009,0x7e
1010,0x7f
1011,0x80
1012,0x7f
1013,0x7f
1014,0x7f
1015,0x80
1016,0x7f
1017,0x7f
1018,0x80
1019,0x80
1020,0x80
1021,0x80
1022,0x80
1023,0x80
1024,0x80
1025,0x80
1026,0x80
1027,0x80
1028,0x80
1029,0x80
1030,0x80
1031,0x80
1032,0x80
1033,0x80
1034,0x80
1035,0x80
1036,0x80
1037,0x80
1038,0x80
1039,0x80
1040,0x80
1041,0x80
1042,0x7f
1043,0x7f
1044,0x7f
1045,0x7f
1046,0x80
1047,0x7f
1048,0x7f
1049,0x7f
1050,0x80
1051,0x80
1052,0x80
1053,0x80
1054,0x80
1055,0x80
1056,0x80
1057,0x80
1058,0x80
1059,0x80
1060,0x80
1061,0x80
1062,0x80
1063,0x80
1064,0x80
1065,0x80
1066,0x80
1067,0x80
1068,0x80
1069,0x80
1070,0x80
1071,0x80
1072,0x80
1073,0x80
1074,0x80
1075,0x80
1076,0x7f
1077,0x7f
1078,0x7f
1079,0x7f
1080,0x80
1081,0x7f
1082,0x7e
1083,0x7e
1084,0x7e
1085,0x7d
1086,0x7e
1087,0x7e
1088,0x7d
1089,0x7d
1090,0x7d
1091,0x7d
1092,0x7c
1093,0x7d
1094,0x7d
1095,0x7d
1096,0x7d
1097,0x7d
1098,0x7c
1099,0x7d
1100,0x7c
1101,0x7c
1102,0x7c
1103,0x7c
1104,0x7c
1105,0x7c
1106,0x7c
1107,0x7c
1108,0x7c
1109,0x7c
1110,0x7c
1111,0x7c
1112,0x7c
1113,0x7d
1114,0x7d
1115,0x7e
1116,0x7d
1117,0x7c
1118,0x7f
1119,0x7d
1120,0x7d
1121,0x7c
1122,0x7c
1123,0x7f
1124,0x7c
1125,0x7c
1126,0x80
1127,0x7d
1128,0x7f
1129,0x7e
1130,0x80
1131,0x7f
1132,0x7f
1133,0x7f
1134,0x7f
1135,0x7f
1136,0x7c
1137,0x80
1138,0x7f
1139,0x80
1140,0x7c
1141,0x80
1142,0x80
1143,0x80
1144,0x81
1145,0x7f
1146,0x7d
1147,0x7e
1148,0x81
1149,0x7c
1150,0x7e
1151,0x7d
1152,0x7c
1153,0x7c
1154,0x7d
1155,0x7e
1156,0x7d
1157,0x7e
1158,0x7b
1159,0x7d
1160,0x7e
1161,0x7e
1162,0x79
1163,0x7d
1164,0x7d
1165,0x7d
1166,0x7c
1167,0x7f
1168,0x7f
1169,0x7d
1170,0x80
1171,0x7e
1172,0x7e
1173,0x7d
1174,0x7c
1175,0x7c
1176,0x7e
1177,0x7e
1178,0x7d
1179,0x7d
1180,0x7c
1181,0x80
1182,0x7e
1183,0x80
1184,0x7f
1185,0x80
1186,0x80
1187,0x7e
1188,0x7f
1189,0x80
1190,0x7d
1191,0x7f
1192,0x80
1193,0x7d
1194,0x7e
1195,0x7e
1196,0x80
1197,0x80
1198,0x80
1199,0x80
1200,0x80
1201,0x80
1202,0x7e
1203,0x7e
1204,0x80
1205,0x80
1206,0x80
1207,0x81
1208,0x80
1209,0x80
1210,0x81
1211,0x80
1212,0x80
1213,0x80
1214,0x80
1215,0x7c
1216,0x7f
1217,0x80
1218,0x7f
1219,0x7f
1220,0x80
1221,0x7f
1222,0x7f
1223,0x81
1224,0x80
1225,0x7e
1226,0x80
1227,0x80
1228,0x80
1229,0x80
1230,0x80
1231,0x7e
1232,0x80
1233,0x80
1234,0x80
1235,0x80
1236,0x80
1237,0x80
1238,0x80
1239,0x80
1240,0x80
1241,0x80
1242,0x80
1243,0x7e
1244,0x7f
1245,0x80
1246,0x7f
1247,0x7e
1248,0x7e
1249,0x7f
1250,0x7e
1251,0x7e
1252,0x7f
1253,0x7d
1254,0x7f
1255,0x7e
1256,0x7c
1257,0x7e
1258,0x7e
1259,0x7d
1260,0x7e
1261,0x7d
1262,0x7e
1263,0x7e
1264,0x7e
1265,0x7d
1266,0x7e
1267,0x7e
1268,0x7e
1269,0x7d
1270,0x7e
1271,0x7d
1272,0x7d
1273,0x7d
1274,0x7d
1275,0x7f
1276,0x80
1277,0x7e
1278,0x7e
1279,0x7d
1280,0x7d
1281,0x7e
1282,0x7e
1283,0x7f
1284,0x7e
1285,0x7d
1286,0x7e
1287,0x7d
1288,0x80
1289,0x7f
1290,0x7f
1291,0x7f
1292,0x7e
1293,0x7e
1294,0x7e
1295,0x7e
1296,0x80
1297,0x7e
1298,0x80
1299,0x7f
1300,0x7f
1301,0x80
1302,0x7f
1303,0x7f
1304,0x7f
1305,0x7f
1306,0x80
1307,0x7f
1308,0x80
1309,0x80
1310,0x80
1311,0x80
1312,0x80
1313,0x7f
1314,0x80
1315,0x80
1316,0x80
1317,0x80
1318,0x80
1319,0x7f
1320,0x80
1321,0x80
1322,0x80
1323,0x80
1324,0x80
1325,0x80
1326,0x80
1327,0x80
1328,0x80
1329,0x80
1330,0x80
1331,0x80
1332,0x80
1333,0x80
1334,0x80
1335,0x80
1336,0x80
1337,0x80
1338,0x80
1339,0x80
1340,0x80
1341,0x80
1342,0x7f
1343,0x7f
1344,0x80
1345,0x80
1346,0x7f
1347,0x7e
1348,0x7f
1349,0x7f
1350,0x7e
1351,0x7d
1352,0x7f
1353,0x7e
1354,0x7e
1355,0x7d
1356,0x7f
1357,0x7d
1358,0x7e
1359,0x7e
1360,0x7e
1361,0x7e
1362,0x7f
1363,0x7d
1364,0x7e
1365,0x7f
1366,0x7e
1367,0x7e
1368,0x7e
1369,0x7e
1370,0x7e
1371,0x7e
1372,0x7e
1373,0x7e
1374,0x7e
1375,0x7f
1376,0x7e
1377,0x7e
1378,0x7e
1379,0x7e
1380,0x7d
1381,0x7d
1382,0x7d
1383,0x7e
1384,0x7e
1385,0x7e
1386,0x7e
1387,0x7e
1388,0x7f
1389,0x7e
1390,0x7e
1391,0x7e
1392,0x7e
1393,0x7e
1394,0x7d
1395,0x7e
1396,0x7e
1397,0x7e
1398,0x7e
1399,0x7e
1400,0x7f
1401,0x7f
1402,0x7f
1403,0x7f
1404,0x7e
1405,0x7e
1406,0x7e
1407,0x7e
1408,0x7e
1409,0x7f
1410,0x7f
1411,0x7f
1412,0x80
1413,0x80
1414,0x7f
1415,0x80
1416,0x80
1417,0x7f
1418,0x80
1419,0x80
1420,0x7f
1421,0x80
1422,0x7f
1423,0x7f
1424,0x7f
1425,0x7f
1426,0x7e
1427,0x7f
1428,0x7f
1429,0x7f
1430,0x7e
1431,0x7f
1432,0x7f
1433,0x7f
1434,0x7e
1435,0x7e
1436,0x7f
1437,0x80
1438,0x80
1439,0x7f
1440,0x7f
1441,0x7f
1442,0x7f
1443,0x7f
1444,0x7f
1445,0x7f
1446,0x7f
1447,0x7f
1448,0x7f
1449,0x7f
1450,0x7f
1451,0x7f
1452,0x7f
1453,0x7f
1454,0x7f
1455,0x7f
1456,0x80
1457,0x80
1458,0x80
1459,0x80
1460,0x7f
1461,0x7f
1462,0x7f
1463,0x7f
1464,0x7f
1465,0x7f
1466,0x7f
1467,0x7f
1468,0x7f
1469,0x80
1470,0x7f
1471,0x80
1472,0x80
1473,0x80
1474,0x80
1475,0x80
1476,0x80
1477,0x80
1478,0x80
1479,0x80
1480,0x80
1481,0x80
1482,0x80
1483,0x80
1484,0x80
1485,0x80
1486,0x80
1487,0x80
1488,0x7f
1489,0x7f
1490,0x7f
1491,0x80
1492,0x7f
1493,0x7f
1494,0x7f
1495,0x7e
1496,0x7f
1497,0x7f
1498,0x7f
1499,0x7f
1500,0x7f
1501,0x7f
1502,0x7f
1503,0x7f
1504,0x7f
1505,0x7f
1506,0x7f
1507,0x7f
1508,0x7f
1509,0x7f
1510,0x7f
1511,0x7f
1512,0x7f
1513,0x7f
1514,0x7e
1515,0x7f
1516,0x7f
1517,0x80
1518,0x80
1519,0x7f
1520,0x7f
1521,0x7f
1522,0x7f
1523,0x7f
1524,0x7f
1525,0x7f
1526,0x7f
1527,0x7f
1528,0x7f
1529,0x7f
1530,0x7f
1531,0x80
1532,0x80
1533,0x80
1534,0x80
1535,0x80
1536,0x7f
1537,0x7f
1538,0x7f
1539,0x7f
1540,0x7f
1541,0x80
1542,0x80
1543,0x7f
1544,0x80
1545,0x7f
1546,0x7f
1547,0x7f
1548,0x7f
1549,0x7f
1550,0x7f
1551,0x7f
1552,0x7f
1553,0x7f
1554,0x7f
1555,0x7f
1556,0x7f
1557,0x7f
1558,0x7f
1559,0x7f
1560,0x7f
1561,0x7f
1562,0x7f
1563,0x7f
1564,0x7f
1565,0x7f
1566,0x7f
1567,0x7f
1568,0x7f
1569,0x7f
1570,0x7f
1571,0x7f
1572,0x7f
1573,0x7e
1574,0x7e
1575,0x7f
1576,0x7f
1577,0x7f
1578,0x7f
1579,0x80
1580,0x7f
1581,0x7f
1582,0x80
1583,0x80
1584,0x80
1585,0x80
1586,0x7f
1587,0x7f
1588,0x7f
1589,0x7f
1590,0x7f
1591,0x80
1592,0x7f
1593,0x7f
1594,0x7f
1595,0x7f
1596,0x7f
1597,0x7f
1598,0x7f
1599,0x7f
1600,0x7f
1601,0x7f
1602,0x7f
1603,0x7f
1604,0x7f
1605,0x7e
1606,0x7f
1607,0x7f
1608,0x7f
1609,0x7f
1610,0x7f
1611,0x7f
1612,0x7f
1613,0x7f
1614,0x7f
1615,0x7f
1616,0x7f
1617,0x7f
1618,0x7f
1619,0x7f
1620,0x80
1621,0x80
1622,0x7f
1623,0x7f
1624,0x80
1625,0x80
1626,0x7f
1627,0x7f
1628,0x7f
1629,0x7f
1630,0x7f
1631,0x7f
1632,0x7f
1633,0x7f
1634,0x7f
1635,0x7f
1636,0x7f
1637,0x7f
1638,0x7f
1639,0x7f
1640,0x7f
1641,0x7f
1642,0x80
1643,0x7f
1644,0x7f
1645,0x80
1646,0x7f
1647,0x7f
1648,0x7f
1649,0x80
1650,0x7e
1651,0x7e
1652,0x80
1653,0x80
1654,0x7e
1655,0x7e
1656,0x80
1657,0x80
1658,0x7e
1659,0x7e
1660,0x80
1661,0x80
1662,0x80
1663,0x7e
1664,0x80
1665,0x80
1666,0x80
1667,0x7e
1668,0x80
1669,0x7f
1670,0x80
1671,0x7e
1672,0x7f
1673,0x7f
1674,0x80
1675,0x7f
1676,0x7e
1677,0x80
1678,0x7f
1679,0x7f
1680,0x7e
1681,0x7f
1682,0x7f
1683,0x7f
1684,0x7e
1685,0x7f
1686,0x80
1687,0x7e
1688,0x7e
1689,0x80
1690,0x80
1691,0x7e
1692,0x7f
1693,0x7f
1694,0x80
1695,0x7f
1696,0x7f
1697,0x80
1698,0x7f
1699,0x7f
1700,0x7e
1701,0x80
1702,0x80
1703,0x80
1704,0x7e
1705,0x80
1706,0x7f
1707,0x80
1708,0x7f
1709,0x7f
1710,0x80
1711,0x80
1712,0x7f
1713,0x7e
1714,0x80
1715,0x7f
1716,0x7f
1717,0x7e
1718,0x80
1719,0x80
1720,0x80
1721,0x7f
1722,0x80
1723,0x80
1724,0x7f
1725,0x7f
1726,0x7f
1727,0x80
1728,0x80
1729,0x80
1730,0x7f
1731,0x80
1732,0x80
1733,0x80
1734,0x80
1735,0x80
1736,0x80
1737,0x80
1738,0x7f
1739,0x80
1740,0x7f
1741,0x7f
1742,0x7f
1743,0x7f
1744,0x7f
1745,0x7f
1746,0x80
1747,0x7f
1748,0x7f
1749,0x80
1750,0x7f
1751,0x7f
1752,0x7f
1753,0x7f
1754,0x7f
1755,0x7f
1756,0x7f
1757,0x7f
1758,0x7f
1759,0x7f
1760,0x7f
1761,0x80
1762,0x7f
1763,0x80
1764,0x80
1765,0x80
1766,0x7f
1767,0x80
1768,0x7f
1769,0x7f
1770,0x7f
1771,0x7f
1772,0x7f
1773,0x7f
1774,0x7f
1775,0x7f
1776,0x7f
1777,0x80
1778,0x7f
1779,0x80
1780,0x80
1781,0x80
1782,0x80
1783,0x7f
1784,0x7f
1785,0x7f
1786,0x7f
1787,0x7f
1788,0x7f
1789,0x7f
1790,0x7f
1791,0x7f
1792,0x7f
1793,0x80
1794,0x7f
1795,0x80
1796,0x80
1797,0x80
1798,0x7f
1799,0x7f
1800,0x7f
1801,0x7f
1802,0x7f
1803,0x7f
1804,0x7f
1805,0x7f
1806,0x7f
1807,0x7f
1808,0x7f
1809,0x7f
1810,0x7f
1811,0x7f
1812,0x7f
1813,0x7f
1814,0x80
1815,0x80
1816,0x7f
1817,0x80
1818,0x7f
1819,0x7f
1820,0x7f
1821,0x80
1822,0x7f
1823,0x7f
1824,0x7f
1825,0x7f
1826,0x7f
1827,0x7f
1828,0x7f
1829,0x7f
1830,0x7f
1831,0x7f
1832,0x7f
1833,0x7f
1834,0x7f
1835,0x7f
1836,0x7f
1837,0x7f
1838,0x7f
1839,0x7f
1840,0x7f
1841,0x7f
1842,0x7f
1843,0x7f
1844,0x80
1845,0x7f
1846,0x7f
1847,0x80
1848,0x7f
1849,0x7f
1850,0x7f
1851,0x7f
1852,0x7f
1853,0x7f
1854,0x7f
1855,0x7f
1856,0x7f
1857,0x7f
1858,0x7f
1859,0x7f
1860,0x7f
1861,0x7f
1862,0x7f
1863,0x7f
1864,0x7f
1865,0x7f
1866,0x7f
1867,0x7f
1868,0x7f
1869,0x7f
1870,0x7f
1871,0x7f
1872,0x7f
1873,0x7f
1874,0x7f
1875,0x7f
1876,0x7f
1877,0x7f
1878,0x7f
1879,0x80
1880,0x7f
1881,0x7f
1882,0x7f
1883,0x7f
1884,0x7f
1885,0x7f
1886,0x7f
1887,0x7f
1888,0x7f
1889,0x7f
1890,0x7f
1891,0x7f
1892,0x80
1893,0x7f
1894,0x7f
1895,0x7f
1896,0x80
1897,0x7f
1898,0x7f
1899,0x7f
1900,0x80
1901,0x7f
1902,0x7f
1903,0x80
1904,0x7f
1905,0x7f
1906,0x7f
1907,0x7f
1908,0x80
1909,0x7f
1910,0x7f
1911,0x80
1912,0x80
1913,0x7f
1914,0x7f
1915,0x80
1916,0x7f
1917,0x80
1918,0x80
1919,0x80
1920,0x80
1921,0x80
1922,0x7f
1923,0x80
1924,0x7f
1925,0x80
1926,0x80
1927,0x80
1928,0x7f
1929,0x7f
1930,0x7f
1931,0x80
1932,0x7f
1933,0x7f
1934,0x80
1935,0x80
1936,0x80
1937,0x7f
1938,0x80
1939,0x80
1940,0x7f
1941,0x80
1942,0x80
1943,0x80
1944,0x7f
1945,0x7f
1946,0x7f
1947,0x80
1948,0x7f
1949,0x7f
1950,0x7f
1951,0x80
1952,0x7f
1953,0x7f
1954,0x7f
1955,0x7f
1956,0x7f
1957,0x7f
1958,0x7f
1959,0x7f
1960,0x7f
1961,0x7f
1962,0x7f
1963,0x7f
1964,0x7f
1965,0x7f
1966,0x7f
1967,0x7f
1968,0x7f
1969,0x80
1970,0x80
1971,0x80
